state,year,obesity_pct,obesity_ci_low,obesity_ci_high,sample_size,diabetes_pct,diabetes_ci_low,diabetes_ci_high,glp1_prescriptions,n_cells,n_suppressed_cells,pct_cells_suppressed,medicaid_enrollment,population,pct_65plus,income_pc_nominal,income_pc_real,unemployment_rate,glp1_per_1000_enrollees,glp1_per_1000_pop,log_income_pc,log_population
TX,2012,29.2,27.9,30.6,8530.0,10.7,9.9,11.5,10426.0,38.0,1.0,2.6315789473684212,,26084120,10.938455817323163,43869.0,59937.195328563794,6.708333333333333,,0.3997067947854863,11.001052548460654,17.07683725800604
TX,2013,30.9,29.5,32.3,10085.0,10.9,10.1,11.9,10815.0,40.0,0.0,0.0,,26479646,11.218844999910644,44403.0,59790.94976292128,6.316666666666666,,0.40842691023890576,10.998609586728234,17.09188692036366
TX,2014,31.9,30.6,33.3,14058.0,11.0,10.3,11.8,11872.0,41.0,1.0,2.4390243902439024,,26963092,11.472125851311567,46747.0,61942.423493241775,5.183333333333334,,0.44030558513096346,11.033960579226768,17.109979525859465
TX,2015,32.4,30.9,33.9,13230.0,11.4,10.5,12.4,15999.0,83.0,29.0,34.93975903614458,,27468531,11.706860827037977,46767.0,61895.49976794912,4.466666666666667,,0.5824483296904374,11.033202754381154,17.128551580121698
TX,2016,33.7,31.9,35.4,10789.0,11.2,10.2,12.3,23712.0,83.0,31.0,37.34939759036145,4202150.0,27914064,11.972272265981458,45868.0,59949.3740423029,4.666666666666667,5.642825696369716,0.8494642700539771,11.001255719071757,17.144641205804422
TX,2017,33.0,31.2,34.9,11238.0,11.9,10.8,13.1,27751.0,73.0,24.0,32.87671232876713,4161800.0,28291024,12.265885470653526,48524.0,62098.00433597886,4.358333333333333,6.668028257004181,0.9809118256023536,11.036469131108552,17.15805513915855
TX,2018,34.8,32.8,36.8,10187.0,12.6,11.3,14.0,36776.0,78.0,28.0,35.8974358974359,4091687.0,28624564,12.59107440970959,51346.0,64142.68629222223,3.9166666666666665,8.987979774601527,1.284770660611634,11.068865354069887,17.16977578828163
TX,2019,34.0,32.2,35.7,11082.0,12.2,11.2,13.4,43486.0,78.0,28.0,35.8974358974359,4014414.0,28986794,12.906809867508327,53271.0,65362.93004277534,3.525,10.832465211609964,1.5002004016035717,11.08771055782491,17.18235090492376
TX,2020,35.8,33.9,37.7,9642.0,12.6,11.4,13.8,51597.0,88.0,29.0,32.95454545454545,4624735.0,29239570,12.972896243455049,54825.0,66449.95464840195,7.725,11.156747359578441,1.7646292336036407,11.104204381649089,17.191033486855368
TX,2021,36.1,34.4,37.8,9527.0,11.5,10.5,12.5,65125.0,108.0,39.0,36.111111111111114,5373771.0,29570351,13.223371326820075,60396.0,69917.58592241384,5.633333333333333,12.119050104665792,2.202374939681981,11.155072483452106,17.202282761896864
TX,2022,35.5,34.0,37.1,12204.0,13.9,12.8,15.0,99493.0,135.0,53.0,39.25925925925926,5955713.0,30113488,13.472923280363757,63758.0,68340.46344913049,3.933333333333333,16.705472543757566,3.3039347683669194,11.132257307167073,17.220483735661745
TX,2023,34.4,32.7,36.2,9002.0,12.7,11.6,14.0,147778.0,181.0,82.0,45.30386740331492,,30727890,13.729841886337203,67522.0,69513.57840882022,4.025,,4.809246583478397,11.149277385258886,17.240681269204543
TX,2024,35.6,34.0,37.3,10884.0,13.5,12.5,14.7,148346.0,189.0,98.0,51.851851851851855,,31290831,13.992369213305924,69762.0,69762.0,4.116666666666666,,4.740877607245394,11.152844727896664,17.25883567329816
UT,2011,24.4,23.4,25.5,11918.0,6.7,6.2,7.2,240.0,19.0,10.0,52.63157894736842,,2814797,9.193882422806656,34015.0,47435.6059193782,7.216666666666666,,0.08526369752419091,10.767128405422598,14.85040070327888
UT,2012,24.3,23.3,25.3,11683.0,7.2,6.7,7.8,260.0,17.0,5.0,29.41176470588235,,2854146,9.50448171591212,35622.0,48669.51086174975,4.758333333333334,,0.09109555012252352,10.792808052679396,14.86428323198238
UT,2013,24.1,23.2,25.1,12027.0,7.1,6.6,7.7,541.0,37.0,13.0,35.13513513513514,,2898773,9.754013068109757,36102.0,48613.22136659649,4.191666666666666,,0.1866306882256734,10.791650817471343,14.879798101974908
UT,2014,25.7,24.9,26.6,13965.0,7.1,6.7,7.6,563.0,37.0,14.0,37.83783783783784,,2938327,10.03189838339702,37621.0,49849.95645152093,3.625,,0.19160563136778175,10.81677290179925,14.893350929726772
UT,2015,24.5,23.5,25.5,10455.0,7.0,6.5,7.6,898.0,52.0,24.0,46.15384615384615,,2983626,10.286997328305524,39881.0,52781.9707538559,3.5,,0.3009760606724837,10.873924948387437,14.908649897330042
UT,2016,25.4,24.2,26.5,10043.0,7.2,6.7,7.8,935.0,53.0,30.0,56.60377358490566,314979.0,3044241,10.52350515233255,41295.0,53972.47320739728,3.333333333333333,2.968451865044971,0.30713731271604316,10.896229440158379,14.928762166971683
UT,2017,25.3,24.2,26.4,9325.0,7.1,6.5,7.7,1677.0,63.0,28.0,44.44444444444444,289546.0,3103540,10.774227692387129,43030.0,55067.1240329975,3.158333333333333,5.791825823875999,0.5403506963016427,10.916308157050388,14.948053953426864
UT,2018,27.8,26.7,28.9,9727.0,8.4,7.8,9.0,2929.0,80.0,39.0,48.75,282955.0,3155153,11.071072825029091,45463.0,56793.49797264245,2.9166666666666665,10.351469314908732,0.9283226518650601,10.947177125844155,14.964547547234881
UT,2019,29.2,28.2,30.3,10846.0,8.0,7.5,8.6,4734.0,63.0,23.0,36.507936507936506,282493.0,3203383,11.410180935280923,48163.0,59095.47032438266,2.5416666666666665,16.75793736481966,1.4778126749127407,10.986909556199384,14.979717996840792
UT,2020,28.6,27.4,29.7,9881.0,8.2,7.6,8.9,7681.0,71.0,13.0,18.309859154929576,329592.0,3284077,11.35522210739549,51764.0,62739.90793287512,4.833333333333333,23.30457049928396,2.3388611168373945,11.04675301430456,15.004596196295413
UT,2021,30.9,29.8,32.1,9495.0,8.0,7.4,8.6,11188.0,108.0,32.0,29.62962962962963,421857.0,3339738,11.615489838496591,58325.0,67520.08740520543,2.7583333333333333,26.520835259341435,3.3499633803609745,11.120180423777375,15.02140291876229
UT,2022,31.1,29.9,32.4,8719.0,8.7,8.1,9.4,15354.0,129.0,45.0,34.883720930232556,480692.0,3391011,11.875389235154582,60713.0,65076.61089411619,2.3833333333333333,31.94145107470064,4.527853197763145,11.083320483979987,15.036638664983375
UT,2023,30.2,29.0,31.4,10000.0,7.8,7.2,8.4,18982.0,157.0,40.0,25.477707006369428,,3443222,12.145259571557604,64431.0,66331.40858473824,2.725,,5.5128597575178135,11.10241879830706,15.05191821889434
UT,2024,31.0,29.9,32.1,11656.0,8.7,8.1,9.3,22231.0,171.0,29.0,16.95906432748538,,3503613,12.37638207024542,67345.0,67345.0,3.266666666666667,,6.345164263290495,11.117583940032915,15.069305279733419
VT,2011,25.4,24.1,26.8,6771.0,7.7,7.0,8.4,394.0,20.0,8.0,40.0,,627197,14.980191982940523,43754.0,61017.12483893793,5.4,,0.628191780254051,11.01890983882129,13.34901596484363
VT,2012,23.7,22.3,25.2,5791.0,7.2,6.5,8.0,479.0,16.0,0.0,0.0,,626361,15.682370237790847,44858.0,61288.44304745298,4.783333333333333,,0.7647347136874741,11.023346573113436,13.347682161184064
VT,2013,24.7,23.4,26.1,6106.0,7.8,7.1,8.6,520.0,16.0,2.0,12.5,,626603,16.294476332273128,45296.0,60993.42072520511,4.416666666666667,,0.8298715454602037,11.018521280374618,13.348068445232144
VT,2014,24.8,23.5,26.1,6068.0,7.9,7.2,8.6,778.0,17.0,2.0,11.764705882352942,,625693,16.904296859378274,46894.0,62137.20682165872,3.908333333333333,,1.243421294468693,11.037100232172666,13.346615114453842
VT,2015,25.1,23.8,26.6,6008.0,8.2,7.5,9.1,1461.0,38.0,20.0,52.63157894736842,,625810,17.46703239581917,48117.0,63682.20673411611,3.475,,2.334574391588501,11.061660473405851,13.346802089635428
VT,2016,27.1,25.5,28.7,6071.0,8.4,7.6,9.3,2155.0,43.0,22.0,51.16279069767442,192088.0,624366,18.107053940578314,48827.0,63816.78046488889,3.125,11.218816375827746,3.4515012028201406,11.063771451441104,13.344492013866653
VT,2017,27.6,26.0,29.2,5980.0,8.2,7.4,9.1,2572.0,40.0,9.0,22.5,178133.0,625132,18.71977736929413,50009.0,63998.41519326451,2.95,14.43864977292248,4.114331053281547,11.066613599429969,13.345718106418959
VT,2018,27.5,25.9,29.2,6021.0,9.2,8.3,10.1,3380.0,49.0,17.0,34.69387755102041,172720.0,624802,19.375519639364278,51691.0,64573.66877909203,2.5,19.56924502084298,5.409713797330994,11.075562002638764,13.345190078526818
VT,2019,26.6,25.0,28.3,5864.0,8.7,7.8,9.6,4081.0,39.0,7.0,17.94871794871795,164204.0,624046,19.98880466547121,54278.0,66598.50794732143,2.1,24.853231346374024,6.539582017992263,11.106437453084153,13.343979362583248
VT,2020,26.3,24.6,27.9,5856.0,7.9,7.1,8.8,4812.0,51.0,20.0,39.21568627450981,170335.0,642977,20.18646778429103,58157.0,70488.46352005676,5.65,28.250212815921568,7.48393799467166,11.16320433739682,13.373864232751075
VT,2021,29.0,27.4,30.7,5912.0,8.5,7.6,9.5,7970.0,66.0,25.0,37.878787878787875,187825.0,647210,20.78657502785793,61110.0,70744.1498728179,3.483333333333333,42.43311593238387,12.3143956366558,11.166825124776706,13.38042609578134
VT,2022,26.8,25.4,28.3,7768.0,8.4,7.6,9.3,11403.0,72.0,26.0,36.111111111111114,196589.0,648142,21.448545343432286,63829.0,68416.56641510948,2.3166666666666664,58.004262700354545,17.5933668856516,11.133370273336494,13.381865087130137
VT,2023,28.8,27.2,30.4,6998.0,9.3,8.3,10.4,14373.0,84.0,28.0,33.333333333333336,,648708,22.123286615168755,68021.0,70027.29653959243,1.9333333333333331,,22.156347694185982,11.15664039558614,13.382737971482126
VT,2024,29.0,27.5,30.5,5959.0,8.9,8.2,9.8,14214.0,90.0,25.0,27.77777777777778,,648493,22.768439658336906,71505.0,71505.0,2.283333333333333,,21.918509529015733,11.177522656307035,13.382406488540054
VA,2011,29.2,27.5,30.9,6151.0,10.4,9.4,11.5,2546.0,39.0,6.0,15.384615384615385,,8102437,12.649358061342753,47563.0,66328.96440815479,6.283333333333334,,0.31422644816615053,11.102381949675799,15.907675438589642
VA,2012,27.4,26.0,28.8,6948.0,10.6,9.7,11.4,3022.0,44.0,9.0,20.454545454545453,,8187456,13.150853244349095,49049.0,67014.50896238176,5.816666666666666,,0.36910122020808417,11.112664426606512,15.918113784865403
VA,2013,27.2,25.9,28.5,7941.0,9.8,9.1,10.7,3272.0,41.0,10.0,24.390243902439025,,8255861,13.579465657237373,48195.0,64897.07505853188,5.525,,0.396324502071922,11.080557833241004,15.92643393032144
VA,2014,28.5,27.2,29.7,8879.0,9.7,9.0,10.4,3163.0,45.0,13.0,28.88888888888889,,8315430,13.99930622320226,49760.0,65934.81919746102,5.066666666666666,,0.3803772023815966,11.096421945105046,15.933623383042349
VA,2015,29.2,27.9,30.6,8030.0,10.3,9.6,11.2,3952.0,80.0,34.0,42.5,,8367303,14.403859732841765,51617.0,68314.4099797342,4.375,,0.47231467534999033,11.131876003975197,15.939842168318702
VA,2016,29.0,27.7,30.3,8293.0,10.4,9.7,11.2,6383.0,92.0,27.0,29.347826086956523,1074235.0,8417651,14.831591203840476,52656.0,68821.27495359513,4.0,5.94190284248791,0.7582875555187546,11.139268205096682,15.945841368674406
VA,2017,30.1,28.7,31.4,8809.0,10.5,9.8,11.3,8444.0,92.0,21.0,22.82608695652174,1094623.0,8471011,15.22596653498038,54377.0,69588.31056338147,3.625,7.714071420023149,0.9968113605329989,11.150351880541495,15.952160421960832
VA,2018,30.4,29.1,31.6,9517.0,10.5,9.8,11.3,12717.0,111.0,36.0,32.432432432432435,1126358.0,8510920,15.67243386289391,56130.0,70118.97677681677,3.0,11.290371267394558,1.4941980420448082,11.157948746470296,15.956860602814405
VA,2019,31.9,30.6,33.2,9034.0,10.9,10.2,11.7,29815.0,97.0,40.0,41.23711340206186,1326644.0,8556642,16.10727847707636,58362.0,71609.53094847956,2.725,22.474002068377047,3.4844276528105302,11.17898345789546,15.962218381432557
VA,2020,32.2,30.8,33.6,8568.0,11.1,10.3,11.9,47959.0,104.0,41.0,39.42307692307692,1510315.0,8637615,16.056038825742487,61451.0,74480.91496760507,6.516666666666667,31.754302910320032,5.552342863163037,11.218298196617773,15.971637061007058
VA,2021,34.2,32.9,35.6,8823.0,11.5,10.7,12.3,66223.0,145.0,56.0,38.62068965517241,1716174.0,8658910,16.478778980546746,67214.0,77810.46129195846,3.841666666666667,38.58757911493823,7.647960309092022,11.262031165033942,15.974099406566014
VA,2022,35.2,33.8,36.6,9378.0,12.8,11.9,13.6,127293.0,189.0,75.0,39.682539682539684,1890073.0,8683414,16.917523417653157,69581.0,74581.9785321677,2.7,67.34819237140576,14.65932638936713,11.219654182372178,15.976925327279645
VA,2023,34.3,32.6,36.0,6412.0,11.8,10.8,12.9,199432.0,237.0,89.0,37.552742616033754,,8734685,17.361210126611017,73912.0,76092.05306941026,2.7,,22.832191429914186,11.239699110925237,15.982812439079787
VA,2024,32.3,30.7,34.0,6288.0,12.9,11.8,14.0,220808.0,280.0,94.0,33.57142857142857,,8811195,17.760904938686302,77277.0,77277.0,2.9250000000000003,,25.05993795393247,11.255151648257112,15.991533630030597
WA,2011,26.5,25.3,27.7,13896.0,8.9,8.3,9.6,1272.0,33.0,7.0,21.21212121212121,,6827479,12.673618388155427,44279.0,61749.26339862259,9.433333333333334,,0.1863059556829102,11.030837325651829,15.736466056528855
WA,2012,26.8,25.8,27.8,14540.0,8.8,8.2,9.3,947.0,32.0,9.0,28.125,,6898599,13.200445353364602,47053.0,64287.42054286426,8.441666666666666,,0.13727424945267871,11.071119254116851,15.746828905473109
WA,2013,27.2,26.0,28.3,10554.0,8.6,7.9,9.2,1038.0,40.0,10.0,25.0,,6966252,13.65446338342475,47448.0,63891.200692545295,6.625,,0.1490040842622403,11.064936926541499,15.756587904964352
WA,2014,27.3,26.0,28.5,9444.0,8.9,8.2,9.6,2518.0,41.0,12.0,29.26829268292683,,7057531,14.07108609264905,50259.0,66596.0224687539,5.933333333333334,,0.3567819964233951,11.106400132053627,15.769605831590393
WA,2015,26.4,25.5,27.4,14694.0,8.4,7.9,8.9,4570.0,80.0,31.0,38.75,,7167287,14.458691411206036,52408.0,69361.2879132439,5.441666666666666,,0.6376192274705896,11.147084179812076,15.785037758823377
WA,2016,28.6,27.6,29.6,12990.0,9.4,8.8,10.0,7693.0,74.0,17.0,22.972972972972972,1826440.0,7299961,14.802655868442674,54296.0,70964.75130812066,5.191666666666666,4.212019009658133,1.0538412465491254,11.169938572297156,15.803379563638595
WA,2017,27.7,26.6,28.7,12062.0,9.1,8.6,9.8,11952.0,83.0,26.0,31.325301204819276,1829861.0,7427951,15.131336144983758,56800.0,72689.11561873711,4.65,6.531643660365459,1.6090574641647475,11.193946935926984,15.820760604771694
WA,2018,28.7,27.6,29.8,11864.0,9.9,9.3,10.5,18277.0,103.0,29.0,28.155339805825243,1786489.0,7526793,15.533303079860604,59824.0,74733.61244782267,4.4,10.230681521128874,2.4282586222312745,11.221685235750947,15.833979612642096
WA,2019,28.3,27.3,29.4,11676.0,9.4,8.8,10.0,30541.0,97.0,35.0,36.08247422680412,1748892.0,7614024,15.946091520160468,63431.0,77829.13809658693,4.183333333333334,17.463056609556222,4.011151002413441,11.262271165712324,15.845502368007871
WA,2020,28.0,27.0,29.1,11388.0,8.6,8.0,9.3,41559.0,102.0,30.0,29.41176470588235,1825940.0,7727209,15.889625863808009,67669.0,82017.36399640149,8.700000000000001,22.760331664786356,5.3782678843033755,11.314686259882919,15.860258294563389
WA,2021,28.8,27.7,29.9,11669.0,8.7,8.2,9.3,51777.0,133.0,44.0,33.08270676691729,2005324.0,7743760,16.4059814994772,73944.0,85601.46323344209,5.191666666666667,25.819767778174498,6.686286765085695,11.357457655832357,15.86239791572276
WA,2022,31.7,30.9,32.5,22869.0,9.7,9.2,10.1,69164.0,151.0,60.0,39.735099337748345,2139334.0,7794123,16.78670885209644,76120.0,81590.95451155641,4.041666666666667,32.3296876504557,8.873865603609284,11.309473683233644,15.868880546126553
WA,2023,30.6,29.8,31.4,23955.0,9.6,9.1,10.0,96077.0,187.0,72.0,38.50267379679144,,7857320,17.151737105964443,81280.0,83677.37408650377,4.216666666666667,,12.227706138988866,11.334723898386963,15.876956139341832
WA,2024,31.5,30.7,32.2,22905.0,10.0,9.5,10.4,84235.0,187.0,73.0,39.037433155080215,,7958180,17.44099521165264,85512.0,85512.0,4.5,,10.584706553508466,11.356411995953781,15.88971088846164
WV,2011,32.4,30.9,34.0,4958.0,12.1,11.2,13.1,2142.0,20.0,3.0,15.0,,1856606,16.23630759409932,34490.0,48098.016997188126,7.708333333333333,,1.1537181286713498,10.780996228574324,14.434260647656632
WV,2012,33.8,32.2,35.4,5125.0,13.0,12.1,14.0,2374.0,20.0,3.0,15.0,,1857446,16.80078797051792,35233.0,48138.02920083176,7.2,,1.278099067213798,10.781827771588194,14.434712983819036
WV,2013,35.1,33.6,36.6,5636.0,13.0,12.1,14.0,2564.0,35.0,7.0,20.0,,1854768,17.28042834459425,35093.0,47254.55036889842,6.708333333333333,,1.3823831336318073,10.763304232388617,14.43327017881665
WV,2014,35.7,34.2,37.2,5846.0,14.1,13.2,15.1,4461.0,42.0,10.0,23.80952380952381,,1850569,17.810932521786526,36243.0,48024.02837969414,6.491666666666667,,2.410609925920082,10.779456755879659,14.431003717332867
WV,2015,35.6,34.1,37.1,5471.0,14.5,13.5,15.5,5866.0,78.0,37.0,47.43589743589744,,1843332,18.302476389810884,37068.0,49059.00283102055,6.541666666666667,,3.1822807828432427,10.800778992106945,14.42708536150284
WV,2016,37.7,36.3,39.0,6635.0,15.0,14.1,15.9,9519.0,85.0,27.0,31.764705882352942,567120.0,1832435,18.850317894014943,37075.0,48456.9425878255,6.075,16.78480744815912,5.194727234526736,10.788430900919694,14.42115624144536
WV,2017,38.1,36.4,39.7,5116.0,15.2,14.2,16.3,9673.0,57.0,14.0,24.56140350877193,558169.0,1818683,19.415792152062387,38841.0,49706.30175611564,5.2,17.329876793587605,5.318683904781647,10.813886999944499,14.413623170735413
WV,2018,39.5,37.8,41.3,4622.0,16.2,15.0,17.3,7432.0,39.0,9.0,23.076923076923077,537270.0,1805953,19.95958962471648,41001.0,51219.45780912639,5.141666666666667,13.832895936866008,4.115278747564306,10.843874774166961,14.406598988257194
WV,2019,39.7,38.0,41.5,4988.0,15.7,14.6,16.8,9520.0,42.0,11.0,26.19047619047619,521488.0,1795263,20.48852695102024,42615.0,52288.135454053256,4.925,18.255453625011505,5.302844207227576,10.864524768754363,14.400662087277636
WV,2020,39.1,37.5,40.7,5467.0,15.7,14.7,16.8,13140.0,41.0,13.0,31.70731707317073,538949.0,1791646,20.348482818675063,44897.0,54416.84658183862,8.333333333333334,24.380785565981196,7.334038085648616,10.904429064716348,14.398645308359642
WV,2021,40.6,39.1,42.1,6261.0,15.9,14.9,16.9,29014.0,66.0,28.0,42.42424242424242,595511.0,1785618,20.70720705078731,48895.0,56603.42346639553,5.133333333333334,48.72118231233344,16.248716130773772,10.94382474763412,14.39527513176348
WV,2022,41.0,39.3,42.8,4640.0,17.4,16.2,18.6,47262.0,91.0,49.0,53.84615384615385,596395.0,1774122,21.078129342374584,50163.0,53768.35327329485,3.883333333333333,79.24613720772307,26.639656122859645,10.892440343954338,14.388816210625706
WV,2023,41.2,39.3,43.0,4095.0,18.2,16.9,19.5,80299.0,105.0,34.0,32.38095238095238,,1770495,21.50116956718953,52977.0,54539.569967774485,3.8666666666666663,,45.35398292567898,10.90668177165589,14.386769726469108
WV,2024,41.4,39.8,43.0,5473.0,18.4,17.3,19.5,92775.0,92.0,24.0,26.08695652173913,,1769979,21.8921400501188,55432.0,55432.0,4.05,,52.41587612056414,10.922912323307218,14.386478240072849
WI,2011,27.7,25.8,29.7,4941.0,8.4,7.5,9.4,926.0,23.0,9.0,39.130434782608695,,5705840,13.875657160575258,41067.0,57269.96996298999,7.55,,0.16228986441961218,10.95553168090706,15.55700076970348
WI,2012,29.7,27.8,31.6,4966.0,8.3,7.3,9.4,1226.0,27.0,12.0,44.44444444444444,,5720825,14.347010203651514,42639.0,58256.674909722846,6.916666666666667,,0.21430475499600146,10.972613955587788,15.559623583724955
WI,2013,29.8,28.0,31.6,6188.0,8.2,7.3,9.2,1092.0,28.0,12.0,42.857142857142854,,5738012,14.727474654086986,42685.0,57477.57337635508,6.666666666666667,,0.1903098146187216,10.959150122467342,15.562623366842278
WI,2014,31.2,29.6,32.8,6655.0,9.0,8.1,9.9,1319.0,32.0,16.0,50.0,,5753199,15.13941555518918,44156.0,58509.20169781128,5.366666666666667,,0.22926375395671172,10.976939314830227,15.565266605895545
WI,2015,30.7,29.0,32.4,5755.0,8.4,7.5,9.3,3533.0,63.0,31.0,49.20634920634921,,5762927,15.541762630908073,45928.0,60785.09447564239,4.416666666666667,,0.6130565249221446,11.015099881247837,15.566956063324868
WI,2016,30.7,29.0,32.5,4793.0,9.8,8.8,10.8,9023.0,73.0,35.0,47.945205479452056,1108205.0,5775170,15.9881333768526,46595.0,60899.56142629074,3.933333333333333,8.141995388939772,1.5623782503372194,11.016981252133318,15.569078251168301
WI,2017,32.0,30.3,33.8,5348.0,9.1,8.1,10.2,14313.0,64.0,20.0,31.25,994552.0,5793147,16.44995678813197,48311.0,61825.4201524086,3.283333333333333,14.39140437101328,2.4706778543682733,11.032069888200065,15.572186225209943
WI,2018,32.0,30.2,33.8,4585.0,8.7,7.7,9.7,21060.0,75.0,33.0,44.0,1080227.0,5809319,16.91343142609277,50520.0,63110.82677293396,3.0,19.495902250175195,3.6252097707149495,11.05264761499848,15.574973910254307
WI,2019,34.2,32.4,36.1,4574.0,8.7,7.8,9.6,30990.0,68.0,27.0,39.705882352941174,1073784.0,5824581,17.434915558957563,52370.0,64257.412970286736,3.208333333333333,28.86055296037192,5.320554388375747,11.0706523730715,15.577597623498384
WI,2020,32.3,30.4,34.2,4632.0,8.9,7.9,9.9,43443.0,56.0,18.0,32.142857142857146,1165982.0,5897375,17.522917169831288,55499.0,67266.86790755422,6.433333333333334,37.25872269040174,7.366497806227347,11.11642308991718,15.590017894617553
WI,2021,33.9,32.1,35.7,5588.0,9.1,8.2,10.1,64188.0,86.0,33.0,38.372093023255815,1334520.0,5881608,18.039138324232123,60693.0,70261.40874211972,3.8166666666666655,48.098192608578366,10.913342065639192,11.159977976033268,15.587340751876628
WI,2022,37.7,36.4,39.0,10080.0,10.3,9.6,11.0,92542.0,108.0,40.0,37.03703703703704,1434059.0,5903975,18.54194101224816,61837.0,66281.39587665677,2.8166666666666664,64.53151509108064,15.674524367057787,11.101664531618324,15.591136410836135
WI,2023,35.9,34.7,37.2,11403.0,11.3,10.6,11.9,155058.0,120.0,29.0,24.166666666666668,,5930405,19.076726863779665,64873.0,66786.44548614368,2.8083333333333336,,26.14627500145437,11.10925542705126,15.595603065437741
WI,2024,37.4,36.1,38.7,11738.0,11.9,11.2,12.6,201545.0,138.0,11.0,7.971014492753623,,5960975,19.61024254300767,67799.0,67799.0,3.0083333333333333,,33.81074404774387,11.124302724557179,15.600744616266075
WY,2011,25.0,23.5,26.6,6565.0,8.2,7.3,9.2,113.0,18.0,15.0,83.33333333333333,,567491,12.805217360483455,50631.0,70607.44269598817,6.066666666666666,,0.1991221006148115,11.164890838548033,13.248980169181102
WY,2012,24.6,22.9,26.5,5976.0,9.0,8.1,10.1,131.0,15.0,9.0,60.0,,576656,13.217962912914222,53597.0,73228.33568180341,5.441666666666666,,0.22717183208013098,11.201337724523919,13.265001180524951
WY,2013,27.8,26.2,29.5,6147.0,8.6,7.8,9.5,125.0,19.0,15.0,78.94736842105263,,582620,13.61637701100214,52835.0,71145.07647510181,4.716666666666667,,0.21454807593285505,11.172476401898066,13.275290451788829
WY,2014,29.5,27.5,31.5,5973.0,8.4,7.5,9.4,164.0,18.0,9.0,50.0,,583159,14.132488415710505,56251.0,74535.76195089189,4.358333333333333,,0.2812269038118249,11.219034315378407,13.276215155422035
WY,2015,29.0,27.0,31.1,5010.0,8.4,7.5,9.4,292.0,32.0,24.0,75.0,,586389,14.612444292080903,56120.0,74274.0703268823,4.25,,0.4979629563310362,11.21551718361676,13.281738670852032
WY,2016,27.7,25.7,29.8,4200.0,8.3,7.3,9.4,342.0,32.0,24.0,75.0,86451.0,585243,15.188994935856472,53419.0,69818.51425756037,5.275,3.955998195509595,0.5843726452089132,11.153654500821618,13.279782424581072
WY,2017,28.8,27.1,30.6,4158.0,9.0,8.1,10.0,358.0,28.0,20.0,71.42857142857143,62374.0,579994,15.940202572107593,56378.0,72149.06620340071,4.341666666666667,5.739570975085773,0.6172477646320479,11.186489621684455,13.270773037641508
WY,2018,29.0,27.3,30.8,4175.0,8.7,7.9,9.7,556.0,27.0,18.0,66.66666666666667,60572.0,579054,16.666869228084735,59197.0,73950.3486238593,4.066666666666666,9.179158687182197,0.960186787415336,11.211149182446418,13.269151016454998
WY,2019,29.7,27.7,31.7,4306.0,7.8,6.9,8.8,654.0,31.0,16.0,51.61290322580645,58108.0,580116,17.316097591409626,61853.0,75892.94948350478,3.733333333333333,11.25490466028774,1.1273607347496017,11.237079066888537,13.270983362525268
WY,2020,30.7,28.7,32.7,4410.0,8.5,7.6,9.6,825.0,32.0,13.0,40.625,61427.0,577681,17.518316706018172,65094.0,78896.36749444736,5.858333333333333,13.430576131017306,1.4281238261254914,11.275890466413506,13.266777092185745
WY,2021,32.0,29.9,34.1,3990.0,8.8,7.8,9.9,1098.0,49.0,27.0,55.10204081632653,72532.0,579636,18.108289337577254,71456.0,82721.22358553551,4.55,15.138145921800033,1.8942922799826099,11.323231481527628,13.270155599301049
WY,2022,34.3,32.3,36.2,3799.0,9.3,8.4,10.3,1505.0,63.0,31.0,49.20634920634921,80649.0,581978,18.66487905125245,77800.0,83391.70074880568,3.4416666666666664,18.6611117310816,2.5860084058160275,11.331304071990042,13.274187925311825
WY,2023,33.3,31.5,35.2,4124.0,10.8,9.8,11.9,2073.0,80.0,37.0,46.25,,585067,19.23418846837693,83095.0,85545.90796897183,2.9,,3.543183943035584,11.356808446136279,13.279481649570474
WY,2024,32.5,30.7,34.3,4278.0,10.1,9.2,11.1,2569.0,88.0,33.0,37.5,,587618,19.76338882965636,86609.0,86609.0,3.1166666666666667,,4.37188785911936,11.36915901524758,13.283832355896406
